protein_id,homolog_group,st,embedding
1220554_0:00095c|Actinomadura_chibensis_NBRC_106107.fasta,porphobilinogen_synthase,0.9735,"[ 0.04595078 -0.01299442  0.01566333 ... -0.0173342  -0.00152937
  0.00379626]"
47763_0:001c66|Streptomyces_lydicus.fasta,porphobilinogen_synthase,0.9735,"[ 0.03986631 -0.01288796  0.00116254 ... -0.00521571 -0.02131401
  0.00509153]"
643648_0:0003f2|Syntrophothermus_lipocalidus_DSM_12680.fasta,porphobilinogen_synthase,0.9735,"[ 0.06016682  0.03795245  0.00456064 ... -0.00767438  0.01691836
  0.04965722]"
2530454_0:00080a|Pedobacter_hiemivivus.fasta,porphobilinogen_synthase,0.9735,"[ 0.04437318 -0.00426635  0.02723134 ... -0.00960384  0.04214832
  0.06514539]"
396_0:000b4c|Rhizobium_phaseoli.fasta,porphobilinogen_synthase,0.9735,"[ 0.03177992  0.01565349  0.01066562 ...  0.00249701 -0.01114736
  0.04164679]"
861534_0:000d99|Sphingomonas_formosensis.fasta,porphobilinogen_synthase,0.9735,"[ 0.02426099  0.01217257  0.00623425 ... -0.0010223  -0.00617127
  0.02178694]"
1532905_0:000080|Paenibacillus_sp._CAA11.fasta,porphobilinogen_synthase,0.9735,"[ 0.04666864  0.02185536 -0.00510091 ...  0.00052386  0.03634166
  0.04953014]"
2558042_0:0003dd|Pectobacterium_fontis.fasta,porphobilinogen_synthase,0.9735,"[ 0.04463047  0.0172141   0.00770108 ... -0.00489107 -0.00434059
  0.04846112]"
2594501_0:00069f|Lysobacter_profundi.fasta,porphobilinogen_synthase,0.9735,"[ 0.0359741   0.02276025  0.0117685  ... -0.01021019 -0.00997222
  0.03230124]"
1446794_0:000add|Frondihabitans_sp._762G35.fasta,porphobilinogen_synthase,0.9735,"[ 0.0406458  -0.03415669  0.00628643 ... -0.00726492  0.0026657
  0.0122755 ]"
2201356_0:0015f5|Pseudomonas_sp._31-12.fasta,porphobilinogen_synthase,0.9735,"[ 0.01839175 -0.0080769  -0.01012808 ... -0.00496931  0.00623942
  0.02749084]"
134964_0:000857|Nocardia_africana.fasta,porphobilinogen_synthase,0.9735,"[ 0.04133083 -0.00900277  0.00784178 ... -0.01878076 -0.02869768
 -0.00642326]"
45066_0:000775|Legionella_gratiana.fasta,porphobilinogen_synthase,0.9735,"[ 0.05437216  0.01341401  0.01575907 ... -0.01770911  0.0331381
  0.06313066]"
2172824_0:0009a3|Sansalvadorimonas_verongulae.fasta,porphobilinogen_synthase,0.9735,"[ 0.04847217  0.02058356  0.00739645 ... -0.00402096 -0.00791504
  0.04790993]"
1278309_0:00035e|Amphritea_japonica_ATCC_BAA-1530.fasta,porphobilinogen_synthase,0.9735,"[ 0.05113612  0.01934649  0.00038932 ... -0.0082502  -0.00546059
  0.04022974]"
1867101_0:000b43|Hymenobacter_aquaticus.fasta,porphobilinogen_synthase,0.9735,"[ 0.02086338 -0.00158202  0.00084414 ...  0.01331192  0.02306768
  0.0463545 ]"
282197_0:000712|Jannaschia_rubra.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.03120063  0.04232257  0.01934831 ... -0.01524728 -0.01420999
  0.0375166 ]"
1855283_0:00063d|Sphingomonas_palmae.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.02531381  0.04033986  0.01921684 ... -0.0137277  -0.00617862
  0.0320611 ]"
1537566_0:0003fc|Balneicella_halophila.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.07299237  0.04268385 -0.00559338 ... -0.02330171  0.01824267
  0.04883859]"
35804_0:000a5f|Rhodovulum_adriaticum.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.05236166  0.05375022  0.01804756 ... -0.01491438 -0.02440922
  0.03845255]"
2529380_0:00021e|Kosakonia_quasisacchari.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.07130285  0.06057433 -0.00288423 ... -0.02906981 -0.01842748
  0.04596939]"
1909294_0:000a97|Hyphomicrobiales_bacterium.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.06523525  0.0402431   0.01523518 ... -0.0192694  -0.02805283
  0.05062433]"
2037914_0:000b5d|Pararhizobium_haloflavum.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.0479958   0.043075    0.0236432  ... -0.01385114 -0.02060117
  0.04117739]"
1206781_0:000b94|Paenibacillus_alvei_DSM_29.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.06946566  0.03769279  0.00922649 ... -0.01326201  0.00730447
  0.0527557 ]"
1729581_0:0003f3|Flavobacterium_sp._TAB_87.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.0767364   0.05023761 -0.00993716 ... -0.01028818  0.01468926
  0.04497668]"
2080758_0:0008b8|Methylotenera_oryzisoli.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.07214461  0.05402562 -0.00427016 ... -0.04744552 -0.00861574
  0.04374019]"
1528773_0:000803|Janthinobacterium_sp._AD80.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.06810579  0.04172619 -0.00324528 ... -0.04664802 -0.01613162
  0.04818054]"
1398085_0:001467|Inquilinus_limosus_MP06.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.04475182  0.03861262  0.0105702  ... -0.02601972 -0.01213854
  0.03474141]"
1407071_0:000771|Acinetobacter_sp._TGL-Y2.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.06777953  0.06714709 -0.00801514 ... -0.03903865 -0.02525765
  0.04307121]"
645273_0:0007e7|Prevotella_communis.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.06841895  0.02423141  0.00444085 ... -0.02461816  0.01966973
  0.06007181]"
742159_0:000ff1|Achromobacter_piechaudii_ATCC_43553.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.07166849  0.05114914  0.00850676 ... -0.03339671 -0.02041241
  0.04628888]"
2073169_0:000119|Chromobacterium_alticapitis.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.0605543   0.0216073   0.00053995 ... -0.03566008  0.00595888
  0.04811203]"
502049_0:00117a|Thalassospira_profundimaris.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.06555216  0.0399364   0.00507526 ... -0.02090327 -0.0258133
  0.04388779]"
1144335_0:001649|Pseudomonas_sp._GM67.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.07329035  0.05170973  0.0124573  ... -0.02818123 -0.02884282
  0.05384061]"
1909294_16:00000f|Hyphomicrobiales_bacterium.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.05920387  0.04014641  0.0135462  ... -0.01652922 -0.02702904
  0.04651427]"
2565932_0:000c6d|Pseudothauera_rhizosphaerae.fasta,queuine_tRNA-ribosyltransferase,0.9528,"[ 0.05512875  0.05926396  0.01308457 ... -0.03508832 -0.01327662
  0.04111082]"
1972128_0:00045e|Corynebacterium_sp._BCW_4722.fasta,succinyltransferase,0.9499,"[ 0.0123007  -0.03610825  0.06994887 ...  0.02920748 -0.0188136
 -0.00930784]"
52771_0:000818|Actinomyces_howellii.fasta,succinyltransferase,0.9499,"[-0.00053773 -0.02825404  0.06187813 ...  0.0128744  -0.02022623
 -0.02100307]"
1931992_0:0005c5|Gandjariella_thermophila.fasta,succinyltransferase,0.9499,"[ 0.02264244 -0.00433512  0.07420691 ...  0.01942977 -0.02569132
 -0.01338865]"
1926648_0:001041|Nocardioides_litoris.fasta,succinyltransferase,0.9499,"[ 0.01665621 -0.02819307  0.07962611 ...  0.02464357 -0.01681664
 -0.0101086 ]"
693_0:000668|Vibrio_nereis.fasta,succinyltransferase,0.9499,"[ 0.01529991 -0.03645401  0.0627627  ...  0.02599     0.01824529
  0.0199444 ]"
1841862_0:0007be|Agrococcus_sp._Marseille-P2731.fasta,succinyltransferase,0.9499,"[ 0.02058699 -0.02698977  0.08289423 ...  0.02583584 -0.00924025
 -0.02331096]"
200379_0:000bbf|Lentzea_flaviverrucosa.fasta,succinyltransferase,0.9499,"[ 0.02655496 -0.00762158  0.07812196 ...  0.02084802 -0.01601892
 -0.00805062]"
35757_0:000510|Corynebacterium_cystitidis.fasta,succinyltransferase,0.9499,"[ 0.01543176 -0.02801583  0.06572065 ...  0.01431167 -0.0220661
 -0.00669045]"
490901_0:000211|Halomonas_urmiana.fasta,succinyltransferase,0.9499,"[ 0.02390692 -0.01389239  0.06354566 ...  0.0129069   0.00752416
  0.01304086]"
568872_0:001039|Micromonospora_rhizosphaerae.fasta,succinyltransferase,0.9499,"[ 0.02857822 -0.0001793   0.08354001 ...  0.0199425  -0.01870892
 -0.0118122 ]"
1265313_0:000acb|Pseudohaliea_rubra_DSM_19751.fasta,succinyltransferase,0.9499,"[ 0.00440836 -0.02020221  0.06639932 ...  0.02427619  0.00414424
  0.00838188]"
1790_4:000c77|Mycobacterium_asiaticum.fasta,succinyltransferase,0.9499,"[ 0.01663414 -0.01128455  0.07334659 ...  0.02504777 -0.01634347
 -0.01228562]"
931535_0:000a89|Cellulomonas_soli.fasta,succinyltransferase,0.9499,"[ 0.01332808 -0.02212556  0.0710931  ...  0.01766794 -0.02205823
 -0.0105069 ]"
598659_0:000340|Nautilia_profundicola_AmH.fasta,succinyltransferase,0.9499,"[ 0.01463662 -0.06871311  0.02993944 ...  0.01686292  0.05255028
  0.02060625]"
178399_0:000611|Marinomonas_primoryensis.fasta,succinyltransferase,0.9499,"[ 0.02541397 -0.03319788  0.05548973 ...  0.02164321  0.02060094
  0.01998425]"
1305826_0:000092|Streptomyces_sp._Amel2xC10.fasta,succinyltransferase,0.9499,"[ 0.01727981 -0.00953615  0.08112007 ...  0.02602269 -0.02990569
 -0.00846714]"
28898_0:000436|Campylobacter_helveticus.fasta,succinyltransferase,0.9499,"[-0.01097448 -0.02706933  0.05963894 ... -0.0159418   0.05795731
  0.00153679]"
89065_0:000756|Pseudomonas_abietaniphila.fasta,succinyltransferase,0.9499,"[ 0.00397238 -0.00476454  0.06941029 ...  0.01539854 -0.00415633
  0.02348859]"
1223547_0:000ce0|Nocardia_rhamnosiphila_NBRC_108938.fasta,succinyltransferase,0.9499,"[ 0.02496241 -0.00154831  0.08549742 ...  0.0252985  -0.02904362
 -0.00766979]"
1896961_0:001765|Amycolatopsis_sp._AA4.fasta,succinyltransferase,0.9499,"[ 0.01978623 -0.0105368   0.07846815 ...  0.02608183 -0.03490641
 -0.01489703]"
1032070_0:0003a2|Aliarcobacter_cryaerophilus_ATCC_43158.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.03507505  0.04118404 -0.00296231 ... -0.01105457  0.01642814
  0.01658897]"
72361_0:000ee6|Bacillus_vallismortis.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.02984757  0.0571472  -0.01347312 ...  0.0171342  -0.00747658
  0.00460251]"
2070508_0:0007fa|Blastococcus_atacamensis.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.01593852  0.01490041  0.00168607 ...  0.01411802 -0.02866661
 -0.01992706]"
1122924_0:0000b7|Paenibacillus_pinihumi_DSM_23905_=_JCM_16419.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.04075843  0.05970301  0.00248299 ...  0.00231609 -0.0055806
  0.02096879]"
464995_0:000d4e|Nocardiopsis_quinghaiensis.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 3.31334174e-02  1.05731385e-02  4.69906226e-05 ...  5.47939725e-03
 -2.70463750e-02 -1.91733465e-02]"
470826_0:000413|Psychroflexus_sediminis.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.06388034  0.05891154 -0.00857094 ...  0.01453453 -0.00438942
  0.01758636]"
717605_0:000a13|Thermobacillus_composti_KWC4.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.03630242  0.06463369  0.02019071 ...  0.00697134 -0.00596885
  0.00713051]"
1573714_0:000217|Pseudomonas_sp._S04.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.05375802  0.06640252  0.01619164 ...  0.00605466 -0.02417038
  0.02637846]"
1523423_0:000aca|Porphyrobacter_sp._AAP60.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.0073266   0.04615174  0.02217531 ...  0.02284151 -0.00785772
  0.02332662]"
742742_0:000533|Collinsella_tanakaei_YIT_12063.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,[0.01356356 0.05091519 0.04158064 ... 0.0065645  0.02052001 0.02464138]
1581420_0:000843|Aurantiacibacter_luteus.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.01284894  0.04465486  0.02799519 ...  0.03449017 -0.0006207
  0.01838648]"
435880_0:000897|Algoriphagus_hitonicola.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.07014382  0.05641307 -0.00648802 ...  0.02261838  0.00364138
  0.01291808]"
1229204_0:0002c1|alpha_proteobacterium_L41A.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.0175264   0.04267698  0.01200459 ...  0.01603833 -0.01138742
  0.02469922]"
1262585_0:0005d6|Acinetobacter_qingfengensis.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.0525224   0.05846184  0.00603049 ... -0.01202596 -0.00389404
  0.03780491]"
1380389_0:000537|Sphingomonas_sp._URHD0057.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.0080817   0.05741754  0.01943388 ...  0.0260046  -0.00260945
  0.01705076]"
655353_0:000284|Cohaesibacter_marisflavi.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.03492521  0.05309067  0.00099453 ...  0.01436415 -0.01380728
  0.02011128]"
428992_0:0003e8|Pseudomonas_panipatensis.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.03900438  0.06683931  0.01711034 ...  0.00796312 -0.02278004
  0.01738589]"
2183919_0:0005f4|Leifsonia_sp._M321_24_2.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.03235891  0.0324952   0.00513933 ...  0.00589259 -0.02799199
 -0.01822972]"
53558_0:0000cf|Mycoplasmopsis_edwardii.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,[0.03984383 0.0297631  0.00265349 ... 0.01738053 0.00843282 0.02021051]
2079460_0:000938|Solitalea_longa.fasta,tRNA_(5-methylaminomethyl-2-thiouridylate)-methyltransferase,0.9351,"[ 0.04963459  0.04925181 -0.02794538 ...  0.02520105  0.00660067
  0.02513106]"
1223494_0:00007b|Tetragenococcus_solitarius_NBRC_100494.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.00706611  0.03929305 -0.03226271 ...  0.02159947 -0.04766478
  0.01073609]"
551990_0:000625|Flavobacterium_glycines.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.03813595  0.00997719  0.00680747 ... -0.00466776 -0.01160925
  0.01046169]"
1965616_0:0004c7|Collinsella_sp._An271.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.00360517  0.01727377  0.00040212 ... -0.00515225 -0.01983848
  0.00021495]"
321961_0:000181|Candidatus_Phytoplasma_tritici.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.01333622  0.01433064  0.0297837  ... -0.03449823  0.01168523
  0.02544976]"
189382_2:0005e2|Rossellomorea_aquimaris.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.02116552  0.02727718 -0.03326679 ...  0.00522675 -0.02678432
  0.01189955]"
545694_0:00086f|Treponema_primitia_ZAS-2.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.03023865  0.00601434  0.0388677  ... -0.02392522  0.01845373
  0.03466558]"
2565624_0:000b34|Sinomonas_gamaensis.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.01111988  0.00949043  0.0328643  ... -0.01968306 -0.03467214
  0.00224444]"
1358026_0:0001b2|Leifsonia_aquatica_ATCC_14665.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.00389843  0.00630126  0.02527425 ... -0.01049716 -0.04063344
  0.01218869]"
126738_0:0002fa|Thermotoga_sp._RQ7.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.01622051 -0.00516835  0.02726998 ... -0.00119893 -0.00515604
  0.0596007 ]"
2135694_0:000156|Paenisporosarcina_sp._OV554.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.02018387  0.03015775 -0.02855356 ...  0.00017282 -0.02641743
  0.01617219]"
345167_0:00038c|Brevundimonas_sp._SH203.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.00032634  0.02366555  0.01299991 ... -0.03191611 -0.03559792
  0.03471576]"
570520_0:000279|Xanthomarina_spongicola.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.02980592  0.0140168  -0.00452272 ...  0.01066437 -0.01937028
  0.01071574]"
1458355_0:000241|Mixta_theicola.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.02843043  0.05815615  0.02893559 ... -0.00866645 -0.07292815
  0.02534331]"
2419605_0:00075e|Acinetobacter_sp._WCHAc060007.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.01140825  0.01312514  0.01905511 ... -0.01178708 -0.05056605
  0.03119958]"
1977882_0:0001b2|Acinetobacter_silvestris.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.01084018  0.01482014  0.01800524 ... -0.01138366 -0.05088766
  0.02685862]"
2420509_0:000fc2|Gordonia_insulae.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.01269998  0.01727841  0.0289916  ... -0.00374846 -0.04080722
  0.00217168]"
1889772_0:000a54|Reichenbachiella_sp._5M10.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.03577115  0.01117151 -0.00699644 ... -0.00315052 -0.00100025
  0.01273593]"
1123325_0:00044c|Sulfurihydrogenibium_subterraneum_DSM_15120.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.01379346 -0.01349726  0.05961925 ... -0.00188273 -0.01157055
  0.04919717]"
644897_0:00005d|Nitratidesulfovibrio_termitidis_HI1.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.0169174   0.01824275  0.02291371 ... -0.02273323  0.00021474
  0.03379729]"
1188252_0:000419|Vibrio_rumoiensis_1S-45.fasta,type_I_DNA_topoisomerase,0.9528,"[ 0.02054726  0.01989416  0.00393475 ... -0.01340593 -0.05172969
  0.03207599]"
